koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,ra,dec,koi_kepmag,koi_kmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_eccen,koi_sma,koi_insol,koi_insol_err1,koi_insol_err2,koi_teq,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_incl,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_max_mult_ev,koi_max_sngle_ev,koi_tce_plnt_num,koi_bin_oedp_sig,koi_ldm_coeff1,koi_ldm_coeff2,koi_ldm_coeff3,koi_ldm_coeff4,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_disposition,k2_name,k2_hostname
6315.7,140.9,-140.9,1.50876,0.078616,-0.078616,,,,4.17,0.09,-0.09,,,,136.4894259,16.3255146,11.842,10.234,11.3479,,,,,,5.11383503556,2.269801e-05,-2.269801e-05,5.67086336,1.1660464,-1.1660464,,,832.2294,,,1369.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-334 b,K2-334
6502.0,132.0,-130.0,1.49,0.07,-0.06,1.36,0.05,-0.05,4.22,0.04,-0.04,0.17,0.1,-0.1,136.4894259,16.3255146,11.842,10.234,11.3479,,,,,,5.113981,6.1e-05,-6.2e-05,5.65,0.36,-0.28,,,,,,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-334 b,K2-334
6890.0,340.0,-340.0,1.409,0.036,-0.036,,,,4.274,0.041,-0.041,,,,136.4894259,16.3255146,11.842,10.234,11.3479,,,,,,5.1138428,5.1e-06,-5.1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-334 b,K2-334
6890.0,340.0,-340.0,1.409,0.036,-0.036,,,,4.274,0.041,-0.041,,,,136.4894259,16.3255146,11.842,10.234,11.3479,,,,,,5.113823,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-334 b,K2-334
5985.0,50.0,-50.0,1.410373,0.183302,-0.194302,,,,4.14,0.1,-0.1,0.08,0.08,-0.08,129.3896679,16.5220648,12.556,11.281,12.4741,,,,,,12.282343,0.001656,-0.001841,2.52633631,0.38127173,-0.37925118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-335 b,K2-335
6272.0,131.28,-130.61,1.33471,0.075325,-0.068404,1.22,0.184818,-0.184719,4.27365,0.115999,-0.065909,,,,129.3896679,16.5220648,12.556,11.281,12.4741,,,,,,12.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-335 b,K2-335
,,,1.323,0.077,-0.142,,,,,,,,,,129.3896679,16.5220648,12.556,11.281,12.4741,,,,,,12.2812,0.0017,-0.0015,2.47,0.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-335 b,K2-335
6222.0,96.0,-91.0,1.33,0.07,-0.06,1.23,0.04,-0.04,4.28,0.04,-0.04,0.1,0.05,-0.05,129.3896679,16.5220648,12.556,11.281,12.4741,,,,,,12.283211,5.1e-05,-5.1e-05,2.21,0.18,-0.14,,,,,,949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-335 b,K2-335
5277.0,50.0,-50.0,0.782112,0.04286,-0.027647,,,,4.54,0.1,-0.1,-0.2,0.08,-0.08,133.8382032,16.7940663,12.803,10.796,12.5114,,,,,,21.191788,0.003275,-0.002983,1.3172461,0.15611896,-0.10299502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-336 b,K2-336
5424.0,192.0,-144.0,0.8,0.01,-0.01,0.86,0.03,-0.05,4.56,0.02,-0.03,-0.17,0.16,-0.2,133.8382032,16.7940663,12.803,10.796,12.5114,,,,,,21.194733,0.000108,-0.000107,1.22,0.09,-0.05,,,,,,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-336 b,K2-336
5296.77,138.3,-160.42,0.797924,0.061072,-0.045295,0.91,0.109442,-0.116983,4.59319,0.088403,-0.097313,-0.206,0.0229,-0.0229,133.8382032,16.7940663,12.803,10.796,12.5114,,,,,,21.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-336 b,K2-336
,,,0.7747,0.0064,-0.0101,,,,,,,,,,133.8382032,16.7940663,12.803,10.796,12.5114,,,,,,21.1976,0.0048,-0.0058,1.33,0.13,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-336 b,K2-336
5869.0,88.0,-81.0,1.32,0.06,-0.06,0.94,0.04,-0.03,4.17,0.04,-0.04,-0.27,0.06,-0.06,127.761137,16.9004702,12.385,10.804,12.2299,,,,,,16.273563,5.4e-05,-5.3e-05,2.62,0.19,-0.14,,,,,,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-337 b,K2-337
5940.0,119.89,-133.32,1.25863,0.090593,-0.041392,1.08,0.153665,-0.122064,4.27169,0.078337,-0.084521,,,,127.761137,16.9004702,12.385,10.804,12.2299,,,,,,16.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-337 b,K2-337
,,,1.27,0.06,-0.019,,,,,,,,,,127.761137,16.9004702,12.385,10.804,12.2299,,,,,,16.2713,0.0012,-0.0012,2.77,0.16,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-337 b,K2-337
5656.0,52.0,-52.0,1.064948,0.124867,-0.113727,,,,4.23,0.1,-0.1,-0.28,0.08,-0.08,127.761137,16.9004702,12.385,10.804,12.2299,,,,,,16.27284,0.002365,-0.002441,2.10886389,0.30655922,-0.24672493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-337 b,K2-337
4504.0,143.1,-112.7,0.626953,0.061756,-0.040063,0.708,0.08332,-0.08025,4.69363,0.064264,-0.134285,,,,124.3609294,17.0241557,13.322,10.613,13.0455,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-338 b,K2-338
4558.0,91.0,-81.0,0.63,0.01,-0.01,0.66,0.02,-0.02,4.65,0.01,-0.01,-0.23,0.12,-0.13,124.3609294,17.0241557,13.322,10.613,13.0455,,,,,,3.850614,1.2e-05,-1.2e-05,1.03,0.11,-0.05,,,,,,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-338 b,K2-338
,,,0.51,0.02,-0.054,,,,,,,,,,124.3609294,17.0241557,13.322,10.613,13.0455,,,,,,3.85064,0.00023,-0.00022,1.073,0.082,-0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-338 b,K2-338
,,,0.576,0.018,-0.043,,,,,,,,,,130.082542,18.6929046,14.487,12.173,14.3436,,,,,,19.508,0.0019,-0.0019,2.11,0.15,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-339 b,K2-339
4857.0,86.0,-84.0,0.72,0.03,-0.03,0.74,0.04,-0.03,4.59,0.02,-0.02,-0.11,0.14,-0.14,130.082542,18.6929046,14.487,12.173,14.3436,,,,,,19.507428,0.000116,-0.000113,1.92,0.19,-0.12,,,,,,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-339 b,K2-339
5990.0,50.0,-50.0,1.454974,0.211146,-0.20038,1.119935,0.053257,-0.043626,4.11,0.1,-0.1,-0.01,0.08,-0.08,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.995646,6e-06,-6e-06,13.96620332,2.04395832,-1.93005189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6135.47,137.28,-146.82,1.4022,0.077137,-0.074385,1.162,0.199232,-0.122679,4.20966,0.08277,-0.097609,0.0284,0.0105,-0.0105,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.99529334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6149.0,55.0,-55.0,1.58,0.16,-0.15,1.226,0.06,-0.045,4.2,0.09,-0.09,0.0,0.04,-0.04,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.995629,6e-06,-6e-06,15.434793,1.56926,-1.45717,0.054,0.0465,,,,1715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
,,,1.38,,,,,,,,,,,,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.995633,8e-06,-8e-06,13.1,1.8,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6135.5,142.0,-142.0,1.4,0.08,-0.08,,,,4.21,0.09,-0.09,,,,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.9956366,2e-07,-2e-07,13.1937,0.714035,-0.714035,,,963.566,,,1552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6087.0,38.0,-38.0,1.66,0.19,-0.17,1.31,0.1,-0.09,4.106,0.075,-0.075,0.15,0.04,-0.04,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.99563536,2.5e-07,-2.5e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6132.0,47.0,-47.0,1.526,0.076,-0.076,1.281,0.055,-0.091,4.173,0.032,-0.032,0.24,0.22,-0.22,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.995607,1.7e-05,-1.7e-05,15.13215,0.751003,-0.751003,0.0,0.04419,,,,1742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6135.47,137.28,-146.82,1.4022,0.077137,-0.074385,1.162,0.199232,-0.122679,4.20966,0.08277,-0.097609,0.0284,0.0105,-0.0105,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6071.0,90.0,-90.0,1.44,0.03,-0.03,1.15,0.04,-0.04,4.18,0.02,-0.02,0.03,0.05,-0.05,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.995633,8e-06,-8e-06,13.96,0.32,-0.32,,0.0426,,,,1559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6168.0,46.0,-76.0,1.42,0.06,-0.05,1.16,0.04,-0.04,4.2,0.03,-0.03,0.01,0.03,-0.04,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.9956348,2e-07,-2e-07,13.75,0.58,-0.59,,0.0442,,,,1687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
,,,1.4,0.11,-0.11,,,,,,,,,,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.9956372,4.6e-06,-4.6e-06,13.7,1.1,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6380.0,270.0,-270.0,1.398,0.032,-0.032,,,,4.239,0.045,-0.045,,,,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.995653,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6132.0,47.0,-47.0,1.22,0.25,-0.25,0.64,0.41,-0.41,4.17,0.03,-0.03,0.24,,,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.99561,1.7e-05,-1.7e-05,11.99363,2.46598,-2.46598,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
6087.0,38.0,-38.0,1.66,0.19,-0.17,1.31,0.1,-0.09,4.106,0.075,-0.075,0.15,0.04,-0.04,127.5787231,22.2359194,11.447,10.193,11.4357,,,,,,2.995654,1.8e-05,-1.8e-05,16.14096,1.79344,-1.79344,0.022,0.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-34 b,K2-34
5464.0,122.0,-122.0,1.11294,,,0.96,,,4.32739,,,,,,127.9373409,19.0745863,14.428,12.435,14.1327,,,,,,29.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-340 b,K2-340
,,,1.144,0.02,-0.011,,,,,,,,,,127.9373409,19.0745863,14.428,12.435,14.1327,,,,,,29.7361,0.0036,-0.0035,3.52,0.22,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-340 b,K2-340
5532.0,90.0,-90.0,1.13,0.14,-0.1,0.93,0.04,-0.04,4.3,0.07,-0.09,0.08,0.13,-0.14,127.9373409,19.0745863,14.428,12.435,14.1327,,,,,,29.740451,0.000169,-0.000161,3.36,0.44,-0.32,,,,,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-340 b,K2-340
5759.0,50.0,-50.0,1.035241,0.131195,-0.086334,,,,4.31,0.1,-0.1,-0.03,0.08,-0.08,130.4971951,19.9166357,12.725,11.17,12.5585,,,,,,36.556251,0.003636,-0.004239,2.96787013,0.43664665,-0.27472701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-341 b,K2-341
,,,1.1,0.017,-0.021,,,,,,,,,,130.4971951,19.9166357,12.725,11.17,12.5585,,,,,,36.5563,0.0053,-0.0041,3.18,0.17,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-341 b,K2-341
5817.0,45.0,-48.0,1.16,0.06,-0.05,0.98,0.07,-0.07,4.3,0.05,-0.05,-0.05,0.18,-0.18,130.4971951,19.9166357,12.725,11.17,12.5585,,,,,,36.552551,0.000127,-0.000122,3.21,0.25,-0.19,,,,,,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-341 b,K2-341
6140.0,220.0,-220.0,1.406,0.315,-0.315,,,,4.255,0.146,-0.146,,,,133.1218996,21.2386816,11.338,9.71,11.0702,,,,,,11.561514,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-342 b,K2-342
5920.0,104.0,-104.0,1.09,0.03,-0.03,1.01,0.05,-0.05,4.36,0.03,-0.03,-0.06,0.08,-0.09,133.1218996,21.2386816,11.338,9.71,11.0702,,,,,,11.561052,0.00069,-0.000668,2.03,0.13,-0.09,,,,,,861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-342 b,K2-342
3804.0,93.0,-74.0,0.46,0.01,-0.01,0.49,0.01,-0.01,4.8,0.01,-0.01,-0.1,0.18,-0.25,134.2021746,21.5026882,16.01,11.855,15.1312,,,,,,2.787174,4e-06,-4e-06,1.65,0.16,-0.08,,,,,,653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-343 b,K2-343
,,,0.507,0.085,-0.025,,,,,,,,,,134.2021746,21.5026882,16.01,11.855,15.1312,,,,,,2.78711,0.00015,-0.00015,2.0,0.39,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-343 b,K2-343
,,,0.507,0.085,-0.025,,,,,,,,,,134.2021746,21.5026882,16.01,11.855,15.1312,,,,,,7.67689,0.0006,-0.0005,2.44,0.43,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-343 c,K2-343
3790.0,80.0,-80.0,0.465,0.01,-0.01,,,,4.79,0.011,-0.011,,,,134.2021746,21.5026882,16.01,11.855,15.1312,,,,,,7.676984,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-343 c,K2-343
3804.0,93.0,-74.0,0.46,0.01,-0.01,0.49,0.01,-0.01,4.8,0.01,-0.01,-0.1,0.18,-0.25,134.2021746,21.5026882,16.01,11.855,15.1312,,,,,,7.676972,1.2e-05,-1.2e-05,2.02,0.1,-0.07,,,,,,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-343 c,K2-343
3807.0,157.0,-157.0,0.56,0.02,-0.02,,,,4.68,0.01,-0.01,,,,136.3614923,21.6685886,13.423,9.662,12.7423,,,,,,3.3557219,6.6e-06,-6.6e-06,1.9149,0.0624086,-0.0624086,,,37.2966,,,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-344 b,K2-344
3860.0,10.0,-10.0,0.551,0.005,-0.005,,,,4.72,0.011,-0.011,,,,136.3614923,21.6685886,13.423,9.662,12.7423,,,,,,3.355854,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-344 b,K2-344
4374.0,38.0,-34.0,0.49,0.01,-0.01,0.51,0.01,-0.01,4.76,0.01,-0.01,-0.95,0.02,-0.02,136.3614923,21.6685886,13.423,9.662,12.7423,,,,,,3.35585,9.1e-05,-9.3e-05,1.59,0.1,-0.05,,,,,,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-344 b,K2-344
3779.0,30.0,-26.0,0.52,0.01,-0.01,0.56,0.01,-0.01,4.74,0.01,-0.01,0.26,0.07,-0.07,132.7075876,21.7890367,15.72,11.46,14.6951,,,,,,10.367437,2e-05,-1.9e-05,2.11,0.2,-0.09,,,,,,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-345 b,K2-345
3675.0,157.0,-157.0,0.539401,0.016121,-0.016121,0.535622,0.020353,-0.020353,4.7031,0.009457,-0.009457,,,,132.7075876,21.7890367,15.72,11.46,14.6951,,,,,,10.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-345 b,K2-345
,,,0.4,0.079,-0.047,,,,,,,,,,132.7075876,21.7890367,15.72,11.46,14.6951,,,,,,10.36627,0.00052,-0.00054,1.82,0.39,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-345 b,K2-345
4678.0,147.55,-116.49,0.709927,0.052491,-0.056223,0.746,0.106404,-0.065695,4.60838,0.118552,-0.074058,,,,125.9864854,22.663226,11.903,9.501,11.6828,,,,,,26.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-346 b,K2-346
4801.0,49.0,-49.0,0.7,0.01,-0.01,0.71,0.02,-0.02,4.6,0.01,-0.01,-0.18,0.08,-0.08,125.9864854,22.663226,11.903,9.501,11.6828,,,,,,26.201446,0.003331,-0.003124,2.26,0.19,-0.1,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-346 b,K2-346
,,,0.656,0.044,-0.048,,,,,,,,,,125.9864854,22.663226,11.903,9.501,11.6828,,,,,,26.1956,0.0026,-0.0026,2.08,0.19,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-346 b,K2-346
4789.0,50.0,-50.0,0.692258,0.021065,-0.020257,,,,4.71,0.1,-0.1,-0.18,0.08,-0.08,125.9864854,22.663226,11.903,9.501,11.6828,,,,,,26.197022,0.002327,-0.002189,2.36213049,0.17228528,-0.1270247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-346 b,K2-346
4678.0,132.02,-132.02,0.709927,0.054357,-0.054357,,,,4.60838,0.096305,-0.096305,,,,125.9864854,22.663226,11.903,9.501,11.6828,,,,,,26.19445485478,0.00027362193,-0.00027362193,2.99459349,0.34173682,-0.34173682,,,8.8138,,,439.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-346 b,K2-346
,,,0.584,0.055,-0.017,,,,,,,,,,126.3726821,23.2974061,15.15,12.3,14.8131,,,,,,7.18662,0.00042,-0.00044,2.58,0.29,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-347 b,K2-347
4599.0,178.0,-152.0,0.63,0.02,-0.02,0.66,0.03,-0.03,4.65,0.02,-0.02,-0.26,0.17,-0.21,126.3726821,23.2974061,15.15,12.3,14.8131,,,,,,7.187257,2e-05,-2.1e-05,2.41,0.11,-0.1,,,,,,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-347 b,K2-347
4391.0,122.0,-122.0,0.617099,,,0.687,,,4.69431,,,,,,126.3726821,23.2974061,15.15,12.3,14.8131,,,,,,7.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-347 b,K2-347
5077.0,40.0,-39.0,0.85,0.02,-0.02,0.83,0.02,-0.01,4.5,0.02,-0.01,0.13,0.05,-0.05,130.8783479,24.4229559,12.572,10.381,12.3271,,,,,,4.688418,0.000119,-0.000117,3.26,0.22,-0.11,,,,,,908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-348 b,K2-348
5220.0,100.0,-100.0,0.828,0.01,-0.01,,,,4.545,0.029,-0.029,,,,130.8783479,24.4229559,12.572,10.381,12.3271,,,,,,4.688625,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-348 b,K2-348
4954.0,129.1,-129.1,0.87,0.06,-0.06,,,,4.47,0.09,-0.09,,,,130.8783479,24.4229559,12.572,10.381,12.3271,,,,,,4.6886342,5.8e-06,-5.8e-06,3.36071,0.226598,-0.226598,,,133.083,,,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-348 b,K2-348
5077.0,40.0,-39.0,0.85,0.02,-0.02,0.83,0.02,-0.01,4.5,0.02,-0.01,0.13,0.05,-0.05,130.8783479,24.4229559,12.572,10.381,12.3271,,,,,,12.550171,0.001018,-0.001057,2.67,0.23,-0.11,,,,,,655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFIRMED,K2-348 c,K2-348
